id,region,spp,bandNumber,enc,date,mass,wing,tl,age,sex
l423-6241l,Springfield,BCCH,2690-87703,B,2012-05-21,11.6,67,64,AHY,M
b691-1769z,Springfield,BCCH,2690-87914,B,2012-05-25,12.8,66,60,AHY,M
d433-4895p,Springfield,GRCA,2531-91110,B,2012-05-29,35.6,91,88,AHY,M
b149-4968k,Springfield,GRCA,2531-91112,B,2012-05-29,34,90,92,AHY,M
o814-1375a,Springfield,AMRO,1212-36665,B,2012-05-30,81.2,129,99,AHY,M
p326-3648l,Springfield,GRCA,2531-91113,B,2012-05-30,35.3,86,87,AHY,M
a233-2978v,Springfield,AMRO,1212-36666,B,2012-05-31,70.7,132,92,AHY,M
k418-7630b,Springfield,BCCH,2690-87917,B,2012-05-31,11.9,67,63,AHY,M
f770-5565z,Springfield,BCCH,2690-87918,B,2012-06-01,10.6,68,65,AHY,M
n260-2368d,Springfield,GRCA,1891-11009,B,2012-06-05,39.4,91,100,AHY,M
y349-8490b,Springfield,GRCA,2531-91114,B,2012-06-05,37.5,85,90,AHY,F
o134-7828v,Springfield,BCCH,2690-87818,B,2012-06-07,12,61,56,AHY,F
w500-8307h,Springfield,GRCA,2531-91116,B,2012-06-07,38.5,89,90,AHY,F
w993-7817x,Springfield,NOCA,2531-91117,B,2012-06-07,42.5,92,98,AHY,F
l381-5286z,Springfield,AMRO,1212-36635,B,2012-06-10,79.3,125,86,AHY,F
a277-1051q,Springfield,AMRO,1212-36641,B,2012-06-12,73.7,130,98,ASY,M
q519-6029s,Springfield,AMRO,1212-36639,B,2012-06-12,78.6,126,96,ASY,M
k275-4916w,Springfield,AMRO,1212-36636,B,2012-06-12,75,135,96,AHY,M
x440-5518s,Springfield,AMRO,1212-36640,B,2012-06-12,84.6,123,99,ASY,F
s941-5996e,Springfield,GRCA,1891-11010,B,2012-06-12,37,86,92,SY,F
n478-1041g,Springfield,NOCA,1891-11011,B,2012-06-12,43.3,94,95,AHY,M
g257-4302x,Springfield,GRCA,2531-91120,B,2012-06-12,36,97,100,AHY,M
w618-9583b,Springfield,GRCA,2531-91118,B,2012-06-12,36,91,94,AHY,M
w323-3745y,Springfield,GRCA,2531-91119,B,2012-06-12,33.9,85,89,AHY,F
u718-7979g,Springfield,GRCA,2531-91122,B,2012-06-12,38.7,92,94,AHY,M
a831-8004c,Springfield,NOCA,2531-91121,B,2012-06-12,44.8,95,95,AHY,F
j401-8165b,Springfield,NOCA,2531-91123,B,2012-06-17,42.6,92,92,AHY,M
d674-5812u,Springfield,BCCH,2690-87922,B,2012-06-19,11.6,65,62,AHY,M
s407-8005x,Springfield,NOCA,2531-91126,B,2012-06-19,43.3,89,95,AHY,F
q594-8532q,Springfield,GRCA,2531-91127,B,2012-06-20,39.8,92,97,AHY,M
w116-5789q,Springfield,GRCA,2531-91128,B,2012-06-20,33.4,88,89,AHY,F
w892-5119m,Springfield,GRCA,2531-91129,B,2012-06-20,35,86,86,AHY,M
p378-8544r,Springfield,GRCA,1891-11013,B,2012-06-22,43,91,98,AHY,F
k107-8651p,Springfield,GRCA,1891-11014,B,2012-06-22,37,94,97,AHY,M
a667-3597e,Springfield,BCCH,2690-87925,B,2012-06-23,10,62,59,AHY,F
i393-8800x,Springfield,BCCH,2690-87926,B,2012-06-23,10.9,62,61,AHY,F
l263-4392v,Springfield,BCCH,2690-87924,B,2012-06-23,10.1,59,59,AHY,F
j315-9707v,Springfield,GRCA,2531-91130,B,2012-06-23,31.8,85,86,AHY,F
s940-4124z,Springfield,GRCA,2531-91131,B,2012-06-23,34.8,90,95,AHY,M
t202-7190v,Springfield,GRCA,2531-91133,B,2012-06-23,32.2,88,94,AHY,M
e292-8474g,Springfield,AMRO,1212-36642,B,2012-06-24,85,125,95,AHY,M
n915-9304i,Springfield,GRCA,2531-91134,B,2012-06-24,34.5,92,95,AHY,M
p496-3814y,Springfield,NOCA,2531-91135,B,2012-06-25,43.1,88,92,AHY,F
v136-8006d,Springfield,NOCA,2531-91136,B,2012-06-25,39.5,90,90,AHY,F
f363-6747k,Springfield,AMRO,1212-36643,B,2012-06-26,73,129,94,AHY,M
o670-2374n,Springfield,BCCH,2690-87824,B,2012-06-26,11,64,57,AHY,F
b664-8872y,Springfield,GRCA,1891-11016,B,2012-06-29,36,95,97,AHY,M
p293-1996a,Springfield,AMRO,1212-36668,B,2012-06-29,76.91,130,98,AHY,M
j872-7200j,Springfield,BCCH,2690-87929,B,2012-06-29,11.11,65,58,AHY,F
k774-1854i,Springfield,AMRO,1212-36645,B,2012-06-30,79,126,96,AHY,M
o502-4237e,Springfield,BCCH,2690-87930,B,2012-06-30,9.64,60,57,AHY,F
e853-7315e,Springfield,BCCH,2690-87931,B,2012-06-30,11.55,65,60,AHY,F
i222-5782d,Springfield,AMRO,1212-36646,B,2012-07-02,83,123,94,SY,F
d519-9876t,Springfield,BCCH,2690-87826,B,2012-07-03,10,61,58,AHY,F
k848-4836z,Springfield,BCCH,2690-87827,B,2012-07-03,11,64,59,AHY,F
z491-5376w,Springfield,GRCA,1891-11018,B,2012-07-03,39,94,99,AHY,F
t518-2344n,Springfield,GRCA,1891-11017,B,2012-07-03,37,87,89,AHY,M
f961-9894p,Springfield,NOCA,1891-11019,B,2012-07-03,40,92,95,AHY,M
s849-3706h,Springfield,BCCH,2690-87932,B,2012-07-04,9.18,62,61,SY,F
b447-5532x,Springfield,NOCA,2531-91140,B,2012-07-06,49.68,90,95,AHY,F
r462-3772c,Springfield,BCCH,2690-87830,B,2012-07-08,12,66,60,AHY,M
s620-6907j,Springfield,BCCH,2690-87828,B,2012-07-08,11,65,62,AHY,F
w595-1963g,Springfield,BCCH,2690-87831,B,2012-07-08,10,63,61,SY,F
w765-2597f,Springfield,GRCA,1891-11020,B,2012-07-08,34,87,88,AHY,M
k921-4905t,Springfield,BCCH,2690-87936,B,2012-07-08,11.69,66,61,AHY,F
q172-3263p,Springfield,AMRO,1212-36647,B,2012-07-09,81,125,96,AHY,F
l821-5199s,Springfield,AMRO,1212-36672,B,2012-07-10,82.2,119,99,AHY,F
h423-1073s,Springfield,GRCA,2531-91141,B,2012-07-10,35.58,89,90,AHY,F
i379-6495z,Springfield,BCCH,2690-87832,B,2012-07-10,11,58,57,AHY,F
a424-1486j,Springfield,NOCA,1891-11021,B,2012-07-12,43,92,96,AHY,M
x572-4112e,Springfield,AMRO,1212-36673,B,2012-07-12,84.78,120,94,AHY,M
m115-2115z,Springfield,BCCH,2690-87937,B,2012-07-12,11.14,65,60,SY,F
h146-7617u,Springfield,AMRO,1212-36674,B,2012-07-13,76.47,126,96,AHY,M
c346-2493z,Springfield,GRCA,1891-11022,B,2012-07-13,36,90,95,AHY,M
o492-5422q,Springfield,BCCH,2690-87939,B,2012-07-14,11.66,65,65,AHY,M
p610-7886d,Springfield,BCCH,2690-87941,B,2012-07-14,11.81,67,68,SY,M
c716-3814j,Springfield,BCCH,2690-87938,B,2012-07-14,10.41,67,60,SY,F
h149-4656q,Springfield,GRCA,2531-91144,B,2012-07-14,35.8,91,91,AHY,M
v436-5983r,Springfield,GRCA,2531-91143,B,2012-07-14,32.26,91,94,AHY,M
d937-8881h,Springfield,AMRO,1212-36648,B,2012-07-16,68,125,96,SY,M
i695-6483y,Springfield,BCCH,2690-87943,B,2012-07-17,9.71,65,60,AHY,F
j707-5011v,Springfield,BCCH,2690-87942,B,2012-07-17,10.22,66,59,AHY,F
r592-2912b,Springfield,NOCA,2531-91145,B,2012-07-17,41.71,89,94,AHY,F
w376-7670u,Springfield,BCCH,2690-87944,B,2012-07-19,10.74,66,63,AHY,M
h391-4981v,Springfield,GRCA,1891-11024,B,2012-07-19,36,90,93,AHY,M
s482-2817i,Springfield,GRCA,1891-11025,B,2012-07-20,38,88,89,AHY,M
s853-1008k,Springfield,AMRO,1212-36677,B,2012-07-20,75.93,126,92,AHY,F
v582-6771b,Springfield,BCCH,2690-87947,B,2012-07-20,11.64,66,61,AHY,M
v977-3852i,Springfield,GRCA,2531-91146,B,2012-07-20,31.19,91,91,AHY,M
h188-3357o,Springfield,NOCA,2531-91147,B,2012-07-20,37.49,89,90,AHY,F
c165-1870q,Springfield,AMRO,1212-36678,B,2012-07-21,84.6,130,97,AHY,M
m711-9877x,Springfield,NOCA,2531-91148,B,2012-07-21,40.97,91,96,AHY,F
n856-9259r,Springfield,GRCA,1891-11029,B,2012-07-21,32.9,87,90,AHY,F
y651-4136x,Springfield,GRCA,1891-11027,B,2012-07-21,36,91,95,AHY,M
i760-2047j,Springfield,GRCA,1891-11026,B,2012-07-21,38.1,89,89,AHY,F
l819-9325x,Springfield,GRCA,1891-11030,B,2012-07-21,38.6,84,83,AHY,F
y663-2675v,Springfield,GRCA,1891-11028,B,2012-07-21,37,89,96,AHY,F
z426-7271o,Springfield,GRCA,1891-11031,B,2012-07-22,39,90,95,AHY,F
y779-2406f,Springfield,AMRO,1212-36679,B,2012-07-24,78.55,126,93,AHY,M
t925-4697s,Springfield,GRCA,2531-91149,B,2012-07-24,37.99,91,90,AHY,M
r655-2402m,Springfield,GRCA,1891-11032,B,2012-07-24,36,90,94,AHY,M
l842-7287p,Springfield,GRCA,1891-11033,B,2012-07-24,37,91,96,AHY,M
a475-4441c,Springfield,GRCA,2531-91151,B,2012-07-27,35.18,86,91,AHY,F
z686-3539m,Springfield,GRCA,2531-91155,B,2012-07-29,36.82,86,90,AHY,F
g875-4574z,Springfield,NOCA,1891-11034,B,2012-07-29,40,89,96,AHY,F
p821-3710c,Springfield,AMRO,1212-36649,B,2013-05-14,70.72,127,95,ASY,M
j467-5607d,Springfield,GRCA,1891-11036,B,2013-05-14,37.01,88,89,ASY,M
k454-8627w,Springfield,GRCA,2531-91184,B,2013-05-14,37.32,90,94,ASY,M
r312-5239d,Springfield,NOCA,2531-91102,R,2013-05-14,46.41,92,99,ASY,M
b754-7846x,Springfield,GRCA,2531-91104,R,2013-05-14,36.12,89,90,ASY,M
c281-1766k,Springfield,GRCA,2531-91183,B,2013-05-14,35.69,91,93,ASY,M
y586-8066j,Springfield,BCCH,2690-87894,B,2013-05-15,11.06,64,64,ASY,M
s807-7889c,Springfield,GRCA,1891-11038,B,2013-05-15,36.13,90,92,ASY,M
b750-6333v,Springfield,NOCA,1891-11037,B,2013-05-15,43.65,92,96,ASY,F
o819-3718j,Springfield,AMRO,1212-36650,B,2013-05-16,92.08,126,98,ASY,F
q893-2841p,Springfield,AMRO,1212-36651,B,2013-05-16,87.33,121,88,AHY,F
r162-3580t,Springfield,AMRO,1212-36652,B,2013-05-17,80.58,124,99,AHY,F
k555-4292l,Springfield,NOCA,2531-91185,B,2013-05-17,48.54,91,99,AHY,F
p932-2915d,Springfield,AMRO,1212-11431,B,2013-05-20,86.67,129,102,ASY,F
n532-7111o,Springfield,BCCH,2690-87899,B,2013-05-20,12.21,68,64,SY,M
m596-7885e,Springfield,NOCA,1891-11039,B,2013-05-20,45.62,93,98,AHY,M
m135-8992y,Springfield,AMRO,1212-52899,B,2013-05-21,82.77,129,102,ASY,F
s193-4102u,Springfield,BCCH,2690-87704,B,2013-05-21,11.87,66,60,SY,M
z841-8014r,Springfield,GRCA,2561-86602,B,2013-05-21,36.5,93,98,ASY,M
c749-5483i,Springfield,GRCA,2371-04305,B,2013-05-21,34.75,90,100,ASY,M
i588-6168r,Springfield,GRCA,2531-91112,R,2013-05-21,34.25,91,95,ASY,M
k526-6871e,Springfield,NOCA,2561-86601,B,2013-05-21,47.12,92,99,ASY,F
q824-8118a,Springfield,AMRO,1212-52898,B,2013-05-22,71.11,124,89,AHY,F
o976-3577e,Springfield,BCCH,2690-87707,B,2013-05-23,12.12,65.5,60,ASY,M
g701-5036t,Springfield,NOCA,2561-86604,B,2013-05-23,38.31,96,103,ASY,M
g773-9777f,Springfield,BCCH,2690-87708,B,2013-05-24,12.3,68,65,AHY,M
m311-8020c,Springfield,BCCH,2690-87709,B,2013-05-24,11.81,64,60,ASY,M
c329-5361f,Springfield,NOCA,2561-86605,B,2013-05-24,42.05,93,110,ASY,M
s437-6761l,Springfield,AMRO,1212-52835,B,2013-05-27,82.29,122,96,ASY,F
a575-6683d,Springfield,AMRO,1212-36653,B,2013-05-28,76.48,130,97,ASY,M
u269-4209f,Springfield,AMRO,1212-52851,B,2013-05-29,78.02,125,95,SY,M
f949-4683t,Springfield,GRCA,2561-86606,B,2013-05-29,41.56,88,89,ASY,F
n462-6667q,Springfield,AMRO,1212-36654,B,2013-05-31,75.23,130,97,ASY,M
n919-5652r,Springfield,GRCA,1891-11040,B,2013-05-31,35.53,92,101,ASY,M
p539-8166s,Springfield,AMRO,1212-52853,B,2013-05-31,80,120,98,SY,F
q956-5634b,Springfield,GRCA,2561-86609,B,2013-05-31,38.8,90,98,ASY,M
x756-7517m,Springfield,NOCA,2561-86608,B,2013-05-31,44.36,90,99,AHY,M
j546-2248t,Springfield,AMRO,1212-36657,B,2013-06-01,71.37,130,106,ASY,M
g869-7640z,Springfield,AMRO,1212-36656,B,2013-06-01,74.59,128,101,ASY,M
n121-2048q,Springfield,NOCA,1891-11042,B,2013-06-01,40.63,95,102,AHY,M
p283-5105a,Springfield,NOCA,1891-11041,B,2013-06-01,46.85,89,95,AHY,F
l601-1196c,Springfield,BCCH,2690-87712,B,2013-06-01,10.45,61,56,SY,F
p494-9188f,Springfield,BCCH,2690-87827,R,2013-06-01,11.08,63,58,ASY,M
f165-8210b,Springfield,BCCH,2690-87715,B,2013-06-04,11.83,64,62,SY,M
b955-8009b,Springfield,NOCA,2561-86610,B,2013-06-04,38.43,90.5,93,ASY,M
j927-5699h,Springfield,NOCA,1891-11045,B,2013-06-05,45.18,96,100,ASY,M
v694-4593p,Springfield,NOCA,1891-11043,B,2013-06-05,43.32,90,96,ASY,F
i913-7515f,Springfield,BCCH,2690-87716,B,2013-06-05,11.75,64,62,AHY,M
v764-7478f,Springfield,BCCH,2690-87719,B,2013-06-06,12.07,65,62,ASY,M
k697-9668g,Springfield,BCCH,2690-87718,B,2013-06-06,11.85,66,64,AHY,M
w551-9239i,Springfield,GRCA,2561-86613,B,2013-06-06,36.25,92,95,ASY,M
c473-3398f,Springfield,GRCA,2561-86612,B,2013-06-06,40.2,89,93,ASY,F
f765-7930a,Springfield,AMRO,1212-52854,B,2013-06-08,74.42,129,101,SY,M
b958-4597w,Springfield,BCCH,2690-87722,B,2013-06-08,11.77,66,64,SY,M
p892-7598n,Springfield,GRCA,1891-11026,R,2013-06-08,41.41,86,92,ASY,F
m130-9167e,Springfield,GRCA,2561-86614,B,2013-06-08,37.59,90,100,ASY,M
u543-9299l,Springfield,GRCA,1891-11048,B,2013-06-08,37.09,92,96,ASY,M
m184-6619k,Springfield,NOCA,1891-11046,B,2013-06-08,46.29,92,105,ASY,F
t450-4752v,Springfield,NOCA,1891-11047,B,2013-06-08,43.32,95,109,ASY,M
u108-6764l,Springfield,BCCH,2690-87591,B,2013-06-09,11.65,65,60,ASY,M
p670-7876l,Springfield,GRCA,1891-11049,B,2013-06-09,40.58,90,99,ASY,F
k706-8004d,Springfield,GRCA,1891-11050,B,2013-06-09,35,91,94,ASY,M
y451-9365j,Springfield,AMRO,1212-52850,B,2013-06-10,75.46,124,95,SY,M
m614-5045w,Springfield,BCCH,2690-87726,B,2013-06-10,10.98,66,60,AHY,M
f880-9385k,Springfield,NOCA,2561-86616,B,2013-06-10,43.26,91,103,AHY,M
j951-7743v,Springfield,NOCA,2561-86615,B,2013-06-10,44.2,93,102,AHY,M
z720-5878d,Springfield,AMRO,1212-52847,B,2013-06-11,80.77,125,93,SY,M
p544-6051z,Springfield,GRCA,2561-86617,B,2013-06-11,38.38,87,87,AHY,M
p543-3506m,Springfield,GRCA,2561-86619,B,2013-06-11,34.77,93,97,ASY,M
z131-8049x,Springfield,NOCA,2561-86618,B,2013-06-11,43.43,96,100,ASY,M
h264-1020l,Springfield,AMRO,1212-52848,B,2013-06-12,67.98,128,100,AHY,M
j889-8922i,Springfield,AMRO,1212-52846,B,2013-06-12,70.8,120,93,SY,F
m502-5811n,Springfield,BCCH,2690-87728,B,2013-06-12,11.5,66,64,SY,M
c396-2914b,Springfield,GRCA,2561-86620,B,2013-06-12,39.52,92,103,ASY,F
z578-5121r,Springfield,GRCA,2561-86621,B,2013-06-12,36.22,89,99,ASY,M
o807-6089w,Springfield,NOCA,2531-91148,R,2013-06-12,42.66,89,98,AHY,F
k425-9960o,Springfield,AMRO,1212-36658,B,2013-06-12,74.14,131,103,AHY,M
p361-2459i,Springfield,NOCA,1891-11051,B,2013-06-12,45.67,99,105,ASY,M
j988-8334e,Springfield,NOCA,1891-11052,B,2013-06-12,44.37,98,107,ASY,M
k346-6868b,Springfield,GRCA,2561-86622,B,2013-06-13,36.25,88,92,AHY,M
a521-6611d,Springfield,GRCA,1891-11054,B,2013-06-14,36.19,89,92,ASY,F
x160-6877d,Springfield,AMRO,1212-52844,B,2013-06-14,77.77,126,102,SY,M
i894-4071q,Springfield,AMRO,1212-52845,B,2013-06-14,75.69,124,102,AHY,M
p954-3344p,Springfield,GRCA,2561-86624,B,2013-06-14,35.87,92,100,ASY,M
l215-5517d,Springfield,GRCA,2561-86623,B,2013-06-14,36.6,88,92,SY,F
h797-7816q,Springfield,GRCA,2561-86625,B,2013-06-14,33.87,88,97,AHY,M
o113-5700c,Springfield,AMRO,1212-52843,B,2013-06-15,83.59,120,95,SY,F
n303-3325b,Springfield,BCCH,2690-87730,B,2013-06-15,12.07,67,62,SY,M
t232-2668h,Springfield,GRCA,2561-86699,B,2013-06-15,35.25,88,95,SY,M
b969-1245c,Springfield,GRCA,2561-86626,B,2013-06-15,39.45,88,94,AHY,M
a905-6159u,Springfield,AMRO,1212-52841,B,2013-06-17,79.8,126,95,ASY,M
r300-6572k,Springfield,AMRO,1212-52842,B,2013-06-17,76.27,129,103,SY,M
c429-4847i,Springfield,AMRO,1212-52840,B,2013-06-17,85.39,125,97,ASY,F
q179-1555g,Springfield,BCCH,2690-87732,B,2013-06-17,10.96,67,63,SY,M
a232-5597w,Springfield,GRCA,2561-86698,B,2013-06-17,37.69,97,100,AHY,M
f752-9594j,Springfield,AMRO,1212-52839,B,2013-06-18,74.56,129,101,SY,M
t893-4875i,Springfield,GRCA,2561-86630,B,2013-06-18,36.85,91,93,ASY,F
k892-6993u,Springfield,GRCA,2561-86629,B,2013-06-18,35.58,89,92,AHY,M
q209-5757u,Springfield,AMRO,1212-36659,B,2013-06-18,82.6,123,95,ASY,F
r432-6797r,Springfield,GRCA,1891-11056,B,2013-06-18,34.36,92,99,ASY,M
b508-2373i,Springfield,GRCA,1891-11057,B,2013-06-18,35.58,89,96,ASY,M
c829-7592b,Springfield,GRCA,2531-91186,B,2013-06-18,37.47,92,97,ASY,F
m915-3712z,Springfield,NOCA,2531-91187,B,2013-06-18,40.97,91,101,AHY,F
h713-9427z,Springfield,GRCA,1891-11055,B,2013-06-19,43.72,92,97,ASY,F
e495-1374w,Springfield,AMRO,1212-52857,B,2013-06-20,72.64,126,99,SY,M
z274-6698f,Springfield,NOCA,2561-86631,B,2013-06-20,44.61,96,111,AHY,M
j901-9426k,Springfield,GRCA,2531-91188,B,2013-06-20,37.4,93,98,ASY,F
j745-2236z,Springfield,GRCA,1891-11058,B,2013-06-20,34.47,96,96,ASY,M
d736-8370m,Springfield,BCCH,2540-94504,B,2013-06-21,10.67,63,59,AHY,F
x731-1295f,Springfield,BCCH,2690-87934,R,2013-06-21,11.35,63,61,SY,F
i673-4579w,Springfield,BCCH,2540-94503,B,2013-06-21,11.29,65,58,AHY,F
f570-9932b,Springfield,BCCH,2540-94502,B,2013-06-21,11.5,67,65,SY,M
a400-9655z,Springfield,NOCA,2531-91189,B,2013-06-21,42.16,92,95,AHY,M
l983-9305e,Springfield,AMRO,1212-36660,B,2013-06-22,74.46,123,98,ASY,F
o822-9888i,Springfield,AMRO,1212-36661,B,2013-06-22,77.46,129,97,AHY,M
g360-5190m,Springfield,BCCH,2540-94505,B,2013-06-22,11.51,66,60,AHY,M
m640-9890g,Springfield,GRCA,1891-11059,B,2013-06-22,40.84,90,99,ASY,F
n826-1642a,Springfield,GRCA,2531-91190,B,2013-06-22,38.12,91,101,ASY,M
t798-5541t,Springfield,NOCA,1891-11060,B,2013-06-22,45.88,94,104,ASY,F
w162-4031z,Springfield,BCCH,2540-94506,B,2013-06-23,11.08,63,59,SY,M
s261-7518q,Springfield,BCCH,2690-87739,B,2013-06-23,10.46,62,58,SY,F
t611-9956d,Springfield,BCCH,2690-87736,B,2013-06-23,10.86,58,59,SY,F
f613-7789h,Springfield,BCCH,2690-87738,B,2013-06-23,12.05,67,65,SY,M
x104-6828j,Springfield,GRCA,2561-86627,B,2013-06-23,36.11,87,91,SY,F
m250-5634x,Springfield,GRCA,2561-86628,B,2013-06-23,35.29,87,91,ASY,M
n397-4415n,Springfield,BCCH,2540-94510,B,2013-06-24,11.51,65,62,SY,F
d528-3228s,Springfield,GRCA,2531-91191,B,2013-06-24,35.62,89,88,SY,M
i775-9398g,Springfield,GRCA,2531-91192,B,2013-06-24,37,92,96,ASY,F
o703-2646k,Springfield,GRCA,2531-91194,B,2013-06-24,41.02,88,95,ASY,F
l179-7312i,Springfield,GRCA,2531-91195,B,2013-06-24,34.55,87,88,ASY,M
h140-5753t,Springfield,GRCA,2531-91193,B,2013-06-24,33.13,92,97,ASY,M
d935-5382q,Springfield,AMRO,1212-36663,B,2013-06-25,89.62,122,91,ASY,F
k436-5710m,Springfield,AMRO,1212-36662,B,2013-06-25,78.96,127,99,ASY,F
x983-7289b,Springfield,AMRO,1212-52837,B,2013-06-25,76.9,127,103,ASY,M
c206-5063v,Springfield,BCCH,2690-87746,B,2013-06-25,11.88,65,63,SY,M
w762-1791g,Springfield,GRCA,2561-86696,B,2013-06-25,35.11,88,93,ASY,M
i576-7488e,Springfield,AMRO,1212-11432,B,2013-06-26,80.41,125,101,SY,M
c296-5700u,Springfield,AMRO,1212-11434,B,2013-06-26,78.93,131,104,ASY,M
g295-2398c,Springfield,BCCH,2690-87748,B,2013-06-26,11.81,66,67,SY,M
l787-2006f,Springfield,BCCH,2690-87747,B,2013-06-26,10.74,66,62,ASY,M
a972-5868t,Springfield,AMRO,1212-52856,B,2013-06-27,72.31,129,105,SY,M
v604-7572r,Springfield,AMRO,1212-52896,B,2013-06-27,76.05,118,88,SY,F
c181-6428a,Springfield,BCCH,2690-87755,B,2013-06-27,11.52,66,65,ASY,M
s799-3753b,Springfield,GRCA,2561-86693,B,2013-06-27,35.43,89,93,SY,M
w183-7680b,Springfield,GRCA,2561-86694,B,2013-06-27,34.41,90,98,ASY,M
p822-7803z,Springfield,GRCA,2561-86692,B,2013-06-27,37.69,86,93,SY,M
j548-2547b,Springfield,GRCA,2561-86695,B,2013-06-27,35.82,93,98,ASY,M
n438-5242r,Springfield,GRCA,2531-91196,B,2013-07-01,34.77,86,93,ASY,F
b212-4636i,Springfield,GRCA,1891-11063,B,2013-07-01,33.3,90,92,SY,M
w502-5027q,Springfield,GRCA,1891-11061,B,2013-07-01,39.84,89,96,ASY,F
i341-1044o,Springfield,NOCA,1891-11064,B,2013-07-01,42.3,91,95,ASY,M
z476-1852i,Springfield,BCCH,2690-87757,B,2013-07-01,12.71,67,66,SY,M
f288-6976t,Springfield,GRCA,2561-86691,B,2013-07-01,37.51,93,98,AHY,M
b289-5770i,Springfield,GRCA,2561-86633,B,2013-07-02,35.61,88,98,AHY,F
h645-6608n,Springfield,GRCA,2561-86632,B,2013-07-02,35.31,93,101,ASY,M
w525-6419s,Springfield,GRCA,2531-91198,B,2013-07-02,35.89,88,88,ASY,F
p971-2875x,Springfield,GRCA,2531-91197,B,2013-07-02,35.68,94,92,ASY,M
h263-3918v,Springfield,GRCA,1891-11065,B,2013-07-02,37.83,88,88,SY,F
j938-2677o,Springfield,BCCH,2690-87761,B,2013-07-03,10.23,64,64,ASY,M
x456-7929w,Springfield,GRCA,2561-86635,B,2013-07-03,32.7,94,101,ASY,M
i230-3444z,Springfield,BCCH,2690-87765,B,2013-07-04,11.88,65,66,SY,M
y568-8123q,Springfield,BCCH,2690-87764,B,2013-07-04,11.41,65,61,AHY,M
m842-6987p,Springfield,BCCH,2690-87766,B,2013-07-06,11.04,66,64,AHY,M
i208-8529w,Springfield,BCCH,2540-94512,B,2013-07-06,11.13,68,63,AHY,F
i697-9813k,Springfield,NOCA,2531-91199,B,2013-07-06,40.2,92,96,AHY,F
x434-8268m,Springfield,NOCA,2561-85701,B,2013-07-07,41.02,97,102,ASY,M
b986-8209m,Springfield,GRCA,2561-86641,B,2013-07-09,36.88,89,95,SY,M
p311-2094q,Springfield,NOCA,2561-86639,B,2013-07-09,44.52,95,106,ASY,M
j241-1059q,Springfield,AMRO,1212-52836,B,2013-07-09,73.89,118,91,SY,M
r441-4000i,Springfield,GRCA,2561-86642,B,2013-07-09,34.1,83,90,SY,M
y419-4647p,Springfield,BCCH,2690-87771,B,2013-07-10,11.32,63,61,SY,M
w323-1486l,Springfield,BCCH,2690-87772,B,2013-07-10,10.96,62,61,AHY,F
r635-7513m,Springfield,NOCA,2561-86644,B,2013-07-10,46.13,90,101,ASY,M
r445-9267g,Springfield,BCCH,2540-94517,B,2013-07-10,11.57,68,62,AHY,M
p805-1823z,Springfield,BCCH,2540-94518,B,2013-07-10,9.97,63,54,AHY,F
o268-6124l,Springfield,GRCA,2561-86648,B,2013-07-11,37.25,91,98,ASY,M
r969-4474h,Springfield,GRCA,2561-86647,B,2013-07-11,34.52,92,104,ASY,M
s808-6424q,Springfield,GRCA,2561-86645,B,2013-07-11,36.79,92,99,SY,M
a268-8612j,Springfield,BCCH,2540-94523,B,2013-07-14,10.53,64,58,AHY,F
i773-8821l,Springfield,GRCA,1891-11066,B,2013-07-14,33.44,88,95,ASY,M
x213-5943c,Springfield,GRCA,1891-11069,B,2013-07-15,32.85,90,97,ASY,M
u684-3642y,Springfield,NOCA,1891-11068,B,2013-07-15,41.99,91,99,ASY,F
a870-4118x,Springfield,GRCA,2561-86654,B,2013-07-16,35.32,92,103,ASY,M
i530-8032d,Springfield,NOCA,2561-86651,B,2013-07-16,42.23,91,100,AHY,M
o551-4614p,Springfield,NOCA,2561-86653,B,2013-07-16,41.41,95,106,AHY,M
l703-9093g,Springfield,GRCA,1891-11071,B,2013-07-16,36.21,87,92,SY,M
e262-3159h,Springfield,NOCA,1891-11072,B,2013-07-16,41.63,92,97,ASY,M
f861-2821s,Springfield,BCCH,2540-94531,B,2013-07-17,11.3,66,63,SY,M
a678-9791n,Springfield,GRCA,2561-86656,B,2013-07-17,33.26,86,98,SY,M
k733-3811d,Springfield,GRCA,2561-86658,B,2013-07-17,35.96,88,98,SY,M
f744-8630m,Springfield,GRCA,2561-86659,B,2013-07-17,37.07,84,91,SY,F
t561-8853n,Springfield,GRCA,2561-86655,B,2013-07-17,35.04,92,100,ASY,M
n417-6161e,Springfield,NOCA,2561-86657,B,2013-07-17,43.78,97,109,AHY,M
f411-5644q,Springfield,AMRO,1212-11436,B,2013-07-18,79.48,130,101,ASY,M
s422-5817i,Springfield,GRCA,1891-11075,B,2013-07-18,38.67,89,100,ASY,F
v161-5755t,Springfield,GRCA,1891-11077,B,2013-07-18,39.52,92,98,ASY,F
c116-4472g,Springfield,GRCA,1891-11076,B,2013-07-18,36.24,85,91,SY,F
h947-6507r,Springfield,GRCA,2561-86661,B,2013-07-19,38.24,90,101,SY,F
c328-3094x,Springfield,GRCA,2561-86662,B,2013-07-19,38.53,91,96,ASY,F
d906-2477q,Springfield,NOCA,1891-11078,B,2013-07-19,40.85,90,107,AHY,M
k712-2451l,Springfield,AMRO,1212-11439,B,2013-07-20,66.84,124,98,SY,F
