id,region,spp,bandNumber,enc,date,mass,wing,tl,age,sex
k433-7906o,Springfield,GRCA,1891-11081,B,2013-07-20,37.78,87,103,SY,M
s331-8323s,Springfield,NOCA,1891-11080,B,2013-07-20,43.37,97,105,AHY,M
x360-8948u,Springfield,BCCH,2690-87793,B,2013-07-20,9.51,60,63,ASY,F
m524-7906k,Springfield,NOCA,2561-86664,B,2013-07-24,39.98,88,101,AHY,F
k857-3127u,Springfield,NOCA,2561-86663,B,2013-07-24,43.06,95,106,AHY,M
p980-2692r,Springfield,AMRO,1212-11441,B,2013-07-24,78.85,129,97,ASY,M
j389-9831r,Springfield,NOCA,1891-11082,B,2013-07-24,41.09,94,101,AHY,M
g805-2883c,Springfield,AMRO,1212-52855,B,2013-07-25,74.29,117,92,SY,F
e448-5828x,Springfield,GRCA,2561-86665,B,2013-07-25,38.01,88,94,SY,M
z107-8389b,Springfield,GRCA,2561-86690,B,2013-07-25,37.27,87,93,AHY,F
k713-9767i,Springfield,AMRO,1212-11442,B,2013-07-26,84.55,121,88,SY,F
j655-2480c,Springfield,BCCH,2540-94534,B,2013-07-26,11.39,68,66,SY,F
h270-3966t,Springfield,GRCA,1891-11087,B,2013-07-26,35.31,85,93,SY,M
u691-7838h,Springfield,NOCA,1891-11086,B,2013-07-26,41.34,94,90,AHY,F
s756-3382o,Springfield,NOCA,1891-11085,B,2013-07-26,48.83,93,100,AHY,M
l879-7644a,Springfield,NOCA,2561-86667,B,2013-07-26,41.92,91,103,AHY,M
h815-8055h,Springfield,GRCA,2561-86673,B,2013-07-27,30.5,87,92,SY,F
w637-8018a,Springfield,GRCA,2561-86672,B,2013-07-27,36.72,89,102,SY,M
b153-3740q,Springfield,AMRO,1212-11445,B,2013-07-29,74,125,102,ASY,F
z505-9985d,Springfield,BCCH,2660-85455,B,2013-07-29,11.21,64,62.5,AHY,M
s319-3608s,Springfield,GRCA,2561-86674,B,2013-07-29,34.45,87,95,SY,M
j735-8639n,Springfield,AMRO,1212-52858,B,2013-07-30,76.5,123,94,SY,F
o567-4260h,Springfield,BCCH,2540-94536,B,2013-07-30,10.03,62,58,AHY,F
n785-9864j,Springfield,GRCA,2561-86676,B,2013-07-31,37.68,89,95,SY,M
k543-1732c,Springfield,GRCA,2561-86675,B,2013-07-31,35.89,88,96,AHY,M
v393-2101u,Springfield,NOCA,1891-11092,B,2013-07-31,42.35,95,98,AHY,M
o413-1854q,Springfield,GRCA,2561-86688,B,2013-08-04,34.89,88,88,ASY,F
v649-1148b,Springfield,NOCA,2561-86689,B,2013-08-04,41.34,86,97,AHY,F
z377-1992y,Springfield,BCCH,2660-85461,B,2013-08-05,11.32,65,67,AHY,M
y461-7028l,Springfield,BCCH,2720-99601,B,2014-05-13,12.13,65,60,ASY,M
w182-1666z,Springfield,GRCA,2641-85399,B,2014-05-13,35.34,89,85,ASY,M
x586-8315h,Springfield,BCCH,2720-99602,B,2014-05-15,11.58,64,62,AHY,M
w642-5013i,Springfield,BCCH,2720-99603,B,2014-05-15,12.05,58,55,ASY,F
w318-7139a,Springfield,GRCA,2531-91183,R,2014-05-15,35.16,89,91,ASY,M
f117-4630c,Springfield,GRCA,2641-85601,B,2014-05-20,35.59,85,91,ASY,M
e320-8899b,Springfield,BCCH,2720-99501,B,2014-05-21,10.84,62,61,ASY,M
d395-8036g,Springfield,GRCA,1891-11063,R,2014-05-21,34.07,90,95,ASY,M
m571-9071k,Springfield,GRCA,2641-85602,B,2014-05-21,38.79,95,102,ASY,M
x882-9192o,Springfield,GRCA,2571-83108,B,2014-05-21,35.52,90,95,SY,M
r396-2387j,Springfield,NOCA,2641-85400,B,2014-05-21,48.37,92,99,AHY,M
p516-6752x,Springfield,AMRO,1352-63502,B,2014-05-22,74.77,125,99,SY,M
q428-1652l,Springfield,AMRO,1352-63503,B,2014-05-22,79.5,125,96,SY,F
g617-6862n,Springfield,BCCH,2720-99502,B,2014-05-22,11.56,65,63,ASY,M
m414-9545c,Springfield,GRCA,2651-17001,B,2014-05-22,35.55,88,92,SY,M
l679-6416b,Springfield,BCCH,2720-99504,B,2014-05-23,11.65,62,59,SY,F
u742-1617o,Springfield,GRCA,2651-17004,B,2014-05-23,34.05,93,99,ASY,M
l957-5279u,Springfield,GRCA,2651-17003,B,2014-05-23,37.54,90,97,ASY,M
g646-3755w,Springfield,AMRO,1352-63506,B,2014-05-24,75.87,127,101,ASY,M
s792-3324d,Springfield,AMRO,1352-63507,B,2014-05-24,93.3,124,94,ASY,F
e897-2237w,Springfield,BCCH,2690-87789,R,2014-05-24,11.17,67,63,ASY,M
k135-1882z,Springfield,GRCA,2641-85603,B,2014-05-24,41.96,95,95,ASY,F
f903-3428q,Springfield,AMRO,1212-36682,B,2014-05-27,75.76,125,93,SY,M
i705-3019e,Springfield,AMRO,1212-36680,B,2014-05-27,74.49,121,92,SY,F
l256-9076o,Springfield,AMRO,1212-36681,B,2014-05-27,70.52,121,88,SY,F
m211-9854t,Springfield,BCCH,2730-27502,B,2014-05-27,11.21,63,61,SY,M
o728-8193g,Springfield,GRCA,2651-17103,B,2014-05-27,35.05,85,86,SY,M
l981-7121w,Springfield,GRCA,2651-17102,B,2014-05-27,37.27,88,84,SY,M
f808-7865j,Springfield,GRCA,2651-17101,B,2014-05-27,36.93,87,90,SY,M
x421-1290h,Springfield,AMRO,1212-36683,B,2014-05-28,74.24,121,91,SY,M
o958-2452y,Springfield,BCCH,2730-27504,B,2014-05-28,11.54,66,63,SY,M
m883-4773w,Springfield,BCCH,2730-27503,B,2014-05-28,11.04,67,63,SY,M
f657-8510g,Springfield,NOCA,2651-17104,B,2014-05-28,42.58,93,99,AHY,F
r227-8475v,Springfield,NOCA,2651-17105,B,2014-05-28,39.24,95,105,AHY,M
k401-4739o,Springfield,BCCH,2730-27505,B,2014-05-29,11.43,65,62,SY,M
u213-8714e,Springfield,GRCA,2651-17109,B,2014-05-29,36.61,91,96,ASY,M
u824-4660x,Springfield,GRCA,2651-17108,B,2014-05-29,37.62,91,95,ASY,M
d934-8094m,Springfield,NOCA,2651-17106,B,2014-05-29,45.67,95,97,AHY,M
a857-1562d,Springfield,BCCH,2730-27507,B,2014-05-30,11.04,65,62,SY,M
y607-8421z,Springfield,BCCH,2730-27508,B,2014-05-30,11.35,65,61,SY,M
y992-5016q,Springfield,NOCA,2651-17110,B,2014-05-30,47.59,89,99,AHY,F
a535-5009o,Springfield,AMRO,1352-63508,B,2014-05-31,81.19,122,94,SY,M
a285-6735d,Springfield,BCCH,2720-99508,B,2014-05-31,12.03,64,58,SY,M
e274-6057v,Springfield,BCCH,2720-99509,B,2014-05-31,11.33,65,61,AHY,M
h445-8950z,Springfield,GRCA,2641-85605,B,2014-05-31,33.54,86,88,ASY,M
y348-2611i,Springfield,GRCA,2641-85604,B,2014-05-31,36.78,93,99,ASY,M
l572-1906u,Springfield,NOCA,2641-85607,B,2014-05-31,41.06,89,97,AHY,F
n543-6811z,Springfield,NOCA,2641-85606,B,2014-05-31,47.07,90,97,AHY,M
p425-5243p,Springfield,BCCH,2690-87771,R,2014-06-01,12.36,65,63,AHY,M
p744-9761r,Springfield,BCCH,2720-99511,B,2014-06-01,11.37,64,61,ASY,M
w336-7189h,Springfield,BCCH,2720-99510,B,2014-06-01,11.91,67,63,ASY,M
d785-9034b,Springfield,GRCA,2641-85608,B,2014-06-01,38.2,89,91,ASY,M
z664-1242i,Springfield,GRCA,2651-17111,B,2014-06-01,36.25,88,93,ASY,M
k649-6724r,Springfield,GRCA,2651-17112,B,2014-06-01,45.01,87,94,ASY,F
n815-3844y,Springfield,BCCH,2730-27510,B,2014-06-02,12.19,65,63,SY,M
m379-3810w,Springfield,BCCH,2730-27509,B,2014-06-02,11.08,63,60,AHY,M
x610-1511u,Springfield,GRCA,2651-17113,B,2014-06-02,39.04,90,97,AHY,M
e993-2353e,Springfield,BCCH,2720-99514,B,2014-06-03,11.56,64,63,ASY,M
v958-2117s,Springfield,BCCH,2720-99513,B,2014-06-03,11.29,65,62,ASY,M
i886-6904b,Springfield,NOCA,2641-85609,B,2014-06-03,42.8,89,99,AHY,F
r159-7745t,Springfield,AMRO,1212-36685,B,2014-06-04,70.28,126,94,SY,M
n261-4705n,Springfield,AMRO,1352-63509,B,2014-06-06,77.31,131,101,SY,M
m639-1085s,Springfield,AMRO,1352-63510,B,2014-06-06,78.64,122,94,ASY,F
l936-9009t,Springfield,GRCA,2641-85613,B,2014-06-06,32.58,84,89,AHY,M
m172-2546i,Springfield,GRCA,2641-85612,B,2014-06-06,42.12,87,88,SY,F
y607-2777d,Springfield,GRCA,2641-85611,B,2014-06-06,35.95,89,90,ASY,M
b450-3977d,Springfield,GRCA,2641-85610,B,2014-06-06,39.62,82,89,SY,F
i663-6482a,Springfield,BCCH,2730-27511,B,2014-06-07,11.43,65,64,AHY,M
e229-1213g,Springfield,GRCA,2651-17115,B,2014-06-07,36.76,87,90,ASY,M
p700-1402c,Springfield,NOCA,2651-17114,B,2014-06-07,33.56,88,90,AHY,F
e184-2539v,Springfield,BCCH,2720-99517,B,2014-06-07,12.4,65,61,SY,M
n614-6583m,Springfield,BCCH,2720-99518,B,2014-06-07,10.97,64,59,ASY,M
i720-7555b,Springfield,GRCA,2641-85614,B,2014-06-07,34.52,87,86,SY,M
a805-9241j,Springfield,GRCA,2641-85615,B,2014-06-07,35.06,84,91,AHY,M
j498-9875p,Springfield,NOCA,2641-85616,B,2014-06-07,49.34,90,98,AHY,F
t843-2005c,Springfield,AMRO,1212-52860,B,2014-06-09,82.97,123,94,SY,F
v466-2297l,Springfield,BCCH,2730-27512,B,2014-06-09,11.63,63,60,SY,M
d521-9760p,Springfield,AMRO,1212-52862,B,2014-06-10,72.67,128,99,SY,M
e848-6345l,Springfield,GRCA,2651-17119,B,2014-06-10,34.68,89,93,AHY,M
h962-2794e,Springfield,GRCA,2651-17117,B,2014-06-10,35.45,91,96,AHY,M
f403-3707e,Springfield,AMRO,1212-52865,B,2014-06-11,71.43,128,95,AHY,M
i120-9255x,Springfield,AMRO,1212-52866,B,2014-06-11,78.24,128,101,ASY,M
r205-3831j,Springfield,AMRO,1212-52864,B,2014-06-11,81.22,132,100,SY,M
w196-8172a,Springfield,BCCH,2730-27513,B,2014-06-11,11.08,66,65,ASY,M
q706-7052l,Springfield,BCCH,2690-87732,R,2014-06-11,11.8,66,61,ASY,M
q766-4231u,Springfield,GRCA,2651-17122,B,2014-06-11,39.12,88,92,ASY,M
v763-7143q,Springfield,GRCA,2651-17121,B,2014-06-11,40.07,86,94,SY,F
c518-7774o,Springfield,GRCA,2651-17120,B,2014-06-11,35.59,87,96,SY,M
f838-3144o,Springfield,BCCH,2690-87917,R,2014-06-11,11.62,67,62,ASY,M
a843-3469o,Springfield,BCCH,2720-99521,B,2014-06-11,11.05,62,57,ASY,F
f630-8805x,Springfield,GRCA,2641-85617,B,2014-06-11,34.52,91,100,ASY,M
p685-3655n,Springfield,GRCA,2641-85618,B,2014-06-12,40.68,90,97,ASY,F
x971-8313n,Springfield,GRCA,2641-85620,B,2014-06-12,35.97,89,86,ASY,F
d713-9044x,Springfield,GRCA,2641-85619,B,2014-06-12,36.74,86,93,SY,M
a891-2437i,Springfield,BCCH,2720-99522,B,2014-06-13,11.81,65,64,AHY,M
x566-2329m,Springfield,BCCH,2720-99525,B,2014-06-13,11.57,63,56,SY,F
z244-5112l,Springfield,GRCA,2651-17125,B,2014-06-13,36.69,96,100,ASY,M
c537-3153u,Springfield,GRCA,2651-17129,B,2014-06-13,37.81,94,100,ASY,M
o933-2760w,Springfield,GRCA,2651-17124,B,2014-06-13,34.22,90,93,ASY,F
d218-3557w,Springfield,GRCA,2651-17126,B,2014-06-13,38.31,87,95,ASY,F
h745-2808j,Springfield,GRCA,2651-17127,B,2014-06-13,38.24,94,98,ASY,M
l571-4803q,Springfield,GRCA,2651-17130,B,2014-06-13,35.03,91,94,ASY,M
p251-6181v,Springfield,NOCA,2651-17131,B,2014-06-13,42.1,90,95,AHY,F
c404-7926p,Springfield,NOCA,2651-17123,B,2014-06-13,43.65,92,100,AHY,M
k654-9326y,Springfield,GRCA,2651-17135,B,2014-06-14,36.41,87,96,ASY,F
w924-5405o,Springfield,GRCA,2651-17133,B,2014-06-14,33.91,87,94,ASY,M
q500-3592z,Springfield,GRCA,2651-17134,B,2014-06-14,33.18,89,96,ASY,M
o303-9102y,Springfield,BCCH,2690-87708,R,2014-06-14,12.5,65,64,ASY,M
b825-5868l,Springfield,BCCH,2730-27517,B,2014-06-16,12.13,64,60,AHY,M
s225-6438w,Springfield,BCCH,2730-27518,B,2014-06-16,10.62,61,60,SY,F
h526-4987j,Springfield,GRCA,2651-17138,B,2014-06-16,33.19,93,100,ASY,M
a189-9833u,Springfield,GRCA,2651-17136,B,2014-06-16,35.03,89,94,ASY,F
c235-7074k,Springfield,GRCA,2651-17137,B,2014-06-16,37.96,89,92,ASY,M
l915-2371m,Springfield,AMRO,1212-52839,R,2014-06-17,72.83,131,97,ASY,M
k660-5064j,Springfield,BCCH,2720-99529,B,2014-06-17,11.75,66,64,ASY,M
f871-5897z,Springfield,BCCH,2720-99528,B,2014-06-17,11.62,66,60,AHY,M
u895-7763f,Springfield,GRCA,2561-86629,R,2014-06-17,34.86,90,96,ASY,M
t400-8958e,Springfield,GRCA,2641-85621,B,2014-06-17,32.11,89,89,SY,M
h893-3054x,Springfield,BCCH,2690-87830,R,2014-06-17,11.8,65,62,ASY,M
x904-9922q,Springfield,GRCA,2651-17142,B,2014-06-17,37.37,89,93,ASY,F
o980-3240k,Springfield,GRCA,2651-17140,B,2014-06-17,36.55,87,92,ASY,M
t406-4797c,Springfield,NOCA,2651-17141,B,2014-06-17,42.92,95,99,AHY,F
x854-1315v,Springfield,AMRO,1212-52861,B,2014-06-18,85.92,130,100,SY,F
n409-3268o,Springfield,GRCA,2651-17144,B,2014-06-18,33.67,87,87,ASY,M
a789-8216p,Springfield,GRCA,2651-17143,B,2014-06-18,37.33,86,94,AHY,M
i963-2311w,Springfield,BCCH,2730-27522,B,2014-06-19,10.54,62,59,SY,F
b890-9747t,Springfield,BCCH,2730-27526,B,2014-06-19,10.24,63,65,AHY,F
x594-9542u,Springfield,GRCA,2651-17145,B,2014-06-19,37.4,93,98,ASY,M
p575-2637z,Springfield,GRCA,2651-17147,B,2014-06-19,35.14,87,94,ASY,M
e744-9514p,Springfield,NOCA,2651-17146,B,2014-06-19,45.18,93,96,AHY,M
a504-3841d,Springfield,BCCH,2720-99531,B,2014-06-19,11.03,64,60,SY,F
t144-4346w,Springfield,BCCH,2720-99530,B,2014-06-19,11.39,63,61,AHY,M
e396-4898r,Springfield,BCCH,2720-99532,B,2014-06-19,11.96,67,64,AHY,M
r728-6703h,Springfield,AMRO,1352-63512,B,2014-06-20,81.66,122,95,ASY,F
h387-2756v,Springfield,BCCH,2720-99534,B,2014-06-20,12.08,65,60,SY,M
s707-8802w,Springfield,BCCH,2720-99533,B,2014-06-20,10.88,63,59,AHY,F
w806-1998h,Springfield,GRCA,2641-85622,B,2014-06-20,37.44,90,94,SY,M
r295-7352e,Springfield,GRCA,2641-85624,B,2014-06-22,35.35,81,86,ASY,F
z437-8905s,Springfield,AMRO,1352-63514,B,2014-06-23,79.04,130,101,ASY,M
z975-9325j,Springfield,AMRO,1352-63513,B,2014-06-23,79.1,126,95,ASY,F
u648-4482k,Springfield,GRCA,2641-85629,B,2014-06-23,35.59,89,95,ASY,M
a140-9720b,Springfield,GRCA,2641-85628,B,2014-06-23,38.2,90,94,SY,M
z880-1178h,Springfield,GRCA,2641-85626,B,2014-06-23,36.66,89,96,ASY,M
t921-1529m,Springfield,GRCA,2641-85627,B,2014-06-23,35.09,88,90,ASY,F
f158-6719p,Springfield,AMRO,1352-63515,B,2014-06-24,78.26,123,91,ASY,F
g707-8678x,Springfield,BCCH,2720-99538,B,2014-06-24,11.33,65,60,AHY,M
s272-6403g,Springfield,GRCA,2641-85632,B,2014-06-25,35.19,89,98,ASY,F
l763-5836a,Springfield,GRCA,2641-85631,B,2014-06-25,39.04,89,95,SY,M
h351-7519k,Springfield,GRCA,2641-85630,B,2014-06-25,36.15,85,90,SY,M
h939-2049q,Springfield,NOCA,2651-17148,B,2014-06-25,38.99,92,98,AHY,M
j107-5121r,Springfield,AMRO,1212-52867,B,2014-06-26,73.25,124,101,AHY,M
n744-8611y,Springfield,BCCH,2730-27530,B,2014-06-26,12.12,63,62,AHY,M
z746-5304s,Springfield,GRCA,2651-17150,B,2014-06-26,38.84,89,94,ASY,F
d806-1954e,Springfield,BCCH,2720-99540,B,2014-06-27,11.38,65,61,SY,M
k811-7822r,Springfield,GRCA,2651-17151,B,2014-06-28,36.94,90,92,ASY,M
k262-6099c,Springfield,GRCA,2641-85633,B,2014-06-29,36.81,88,96,SY,M
e655-2528k,Springfield,AMRO,1212-36689,B,2014-06-30,70.89,132,100,ASY,M
j301-9287d,Springfield,AMRO,1212-36688,B,2014-06-30,92.44,127,100,SY,F
h410-4497a,Springfield,GRCA,2651-17152,B,2014-06-30,37.08,88,91,ASY,M
f726-6202g,Springfield,NOCA,2651-17154,B,2014-06-30,43.34,95,101,AHY,M
b385-3997f,Springfield,NOCA,2651-17153,B,2014-06-30,40.03,88,94,AHY,F
v872-4549j,Springfield,AMRO,1352-63517,B,2014-06-30,73.66,130,100,ASY,M
o529-2508e,Springfield,BCCH,2690-87704,R,2014-06-30,11.76,65,60,ASY,M
g100-6012x,Springfield,GRCA,2641-85638,B,2014-06-30,37.13,87,88,ASY,F
t555-1811f,Springfield,GRCA,2641-85639,B,2014-06-30,32.44,82,84,SY,F
s869-8186w,Springfield,GRCA,2641-85635,B,2014-06-30,35.76,88,92,AHY,M
q552-3023f,Springfield,GRCA,2641-85634,B,2014-06-30,36.37,93,99,AHY,M
h397-2611y,Springfield,NOCA,2641-85637,B,2014-06-30,45.09,96,100,AHY,M
m708-4204o,Springfield,NOCA,2641-85636,B,2014-06-30,45.73,89,96,AHY,F
k960-3179r,Springfield,GRCA,2651-17155,B,2014-07-01,36.09,89,97,ASY,M
c791-5811r,Springfield,BCCH,2730-27541,B,2014-07-07,12.26,67,59,AHY,M
k732-5198c,Springfield,GRCA,2651-17156,B,2014-07-07,36.45,86,91,SY,M
h676-5567z,Springfield,BCCH,2730-27542,B,2014-07-08,12.05,64,55,AHY,M
k721-7962t,Springfield,GRCA,2651-17157,B,2014-07-08,35.42,88,93,SY,M
d396-2474v,Springfield,BCCH,2730-27546,B,2014-07-09,10.17,61,55,AHY,F
f492-4514v,Springfield,BCCH,2730-27545,B,2014-07-09,11.75,66,66,AHY,M
j494-9745h,Springfield,NOCA,2641-85640,B,2014-07-10,43.19,86,96,AHY,F
d998-2471u,Springfield,GRCA,1891-11031,R,2014-07-11,43.8,90,95,ASY,F
b534-4154f,Springfield,BCCH,2720-99561,B,2014-07-13,11.78,64,63,AHY,M
q658-7760m,Springfield,AMRO,1212-36691,B,2014-07-14,79.45,122,93,SY,M
c398-5870l,Springfield,GRCA,2641-85641,B,2014-07-14,41.79,88,98,SY,F
p136-7255v,Springfield,NOCA,2641-85642,B,2014-07-14,47.69,90,102,AHY,F
v667-6531f,Springfield,NOCA,2651-17158,B,2014-07-15,42.91,91,105,AHY,M
r561-1878i,Springfield,GRCA,2641-85645,B,2014-07-17,36.89,90,97,ASY,M
y763-7799k,Springfield,BCCH,2720-99566,B,2014-07-18,12.38,64,61,AHY,F
b687-3060i,Springfield,BCCH,2720-99568,B,2014-07-18,11.94,65,60,AHY,F
n699-5764r,Springfield,BCCH,2720-99567,B,2014-07-18,10.78,60,57,AHY,F
q851-5160w,Springfield,AMRO,1212-36692,B,2014-07-19,80.5,123,92,SY,M
x821-3987l,Springfield,AMRO,1212-36693,B,2014-07-19,76.18,123,96,ASY,M
g280-7374n,Springfield,BCCH,2730-27562,B,2014-07-19,9.6,61,59,AHY,F
k996-5082t,Springfield,GRCA,2651-17159,B,2014-07-19,35.3,89,94,ASY,M
y486-1024c,Springfield,GRCA,2641-85647,B,2014-07-19,39.97,87,93,SY,M
k464-9137g,Springfield,NOCA,2561-86608,R,2014-07-19,35.46,90,99,AHY,M
e485-9787l,Springfield,GRCA,2641-85649,B,2014-07-20,35.42,91,91,ASY,M
e950-6341o,Springfield,BCCH,2730-27566,B,2014-07-20,11.3,64,61,AHY,M
x844-3737q,Springfield,GRCA,2651-17160,B,2014-07-20,41.41,86,88,SY,F
e392-5151w,Springfield,GRCA,2651-17162,B,2014-07-21,35.9,90,92,ASY,M
n382-2303d,Springfield,GRCA,2651-17161,B,2014-07-21,34.4,83,91,SY,F
o625-6365u,Springfield,AMRO,1352-63524,B,2014-07-21,80.26,130,101,AHY,M
j678-9029m,Springfield,GRCA,2641-85653,B,2014-07-21,35.06,89,96,ASY,M
p506-8217h,Springfield,GRCA,2641-85651,B,2014-07-21,34.75,85,94,SY,M
z560-5244x,Springfield,GRCA,2641-85659,B,2014-07-21,37.37,86,93,SY,F
o699-4113x,Springfield,NOCA,2641-85654,B,2014-07-21,49.35,89,93,AHY,F
z193-2088j,Springfield,BCCH,2720-99577,B,2014-07-22,11.25,65,63,AHY,F
h124-3658q,Springfield,BCCH,2720-99579,B,2014-07-22,12.15,64,60,ASY,F
m663-3380i,Springfield,AMRO,1212-36695,B,2014-07-22,79.49,131,103,ASY,M
v229-4698r,Springfield,AMRO,1212-36694,B,2014-07-22,77.97,126,98,SY,F
g248-9849i,Springfield,AMRO,1352-63526,B,2014-07-23,77.81,122,90,SY,F
t753-4247g,Springfield,AMRO,1352-63525,B,2014-07-23,76.43,127,95,SY,F
e554-7992n,Springfield,NOCA,2641-85662,B,2014-07-23,42.87,89,95,AHY,F
j134-7157h,Springfield,NOCA,2651-17163,B,2014-07-24,40.58,91,97,AHY,F
k263-6978o,Springfield,GRCA,2641-85664,B,2014-07-24,35.2,86,91,SY,M
m256-6834x,Springfield,GRCA,2641-85666,B,2014-07-25,37.68,85,88,AHY,F
e905-7250f,Springfield,AMRO,1212-36696,B,2014-07-25,75.63,126,93,AHY,M
l837-4967o,Springfield,GRCA,2651-17169,B,2014-07-25,33.78,86,91,SY,M
b567-9818w,Springfield,GRCA,2651-17168,B,2014-07-25,34.63,86,95,ASY,F
b726-6331w,Springfield,NOCA,2651-17166,B,2014-07-25,45.84,92,103,AHY,M
j105-5668f,Springfield,GRCA,2641-85667,B,2014-07-26,36.39,94,95,ASY,M
p195-1307y,Springfield,GRCA,2561-86699,R,2014-07-26,34.44,87,95,ASY,M
m451-5666n,Springfield,GRCA,2561-86626,R,2014-07-26,38.38,90,94,ASY,M
z167-4022r,Springfield,GRCA,2641-85668,B,2014-07-27,35.46,88,95,ASY,F
h300-9140s,Springfield,GRCA,2641-85669,B,2014-07-27,36.43,86,94,SY,M
a462-6846g,Springfield,GRCA,2641-85670,B,2014-07-27,37.24,86,90,SY,F
x920-8033n,Springfield,GRCA,2641-85674,B,2014-07-30,36.02,89,96,AHY,M
p577-8945e,Springfield,GRCA,2641-85671,B,2014-07-30,38.02,89,97,AHY,M
y979-3179l,Springfield,GRCA,2641-85678,B,2014-07-30,33.72,89,96,ASY,M
f612-5182n,Springfield,GRCA,2641-85677,B,2014-07-30,39.08,87,97,SY,F
b559-2249m,Springfield,GRCA,1891-11049,R,2014-07-30,37.79,88,96,ASY,F
o928-5769q,Springfield,AMRO,1212-36697,B,2014-07-31,80.14,128,100,SY,M
f543-8515b,Springfield,AMRO,1212-36698,B,2014-07-31,79.25,130,100,SY,M
w664-9111z,Springfield,NOCA,2561-86637,R,2014-07-31,47.88,96,94,ASY,M
b447-5855z,Springfield,AMRO,1352-63529,B,2014-07-31,73.34,130,89,ASY,M
l988-9051h,Springfield,GRCA,2651-17171,B,2014-08-01,36.49,92,99,ASY,M
o161-9796a,Springfield,NOCA,2561-86664,R,2014-08-02,42.04,89,100,AHY,F
n678-8197k,Springfield,NOCA,2561-86663,R,2014-08-02,42.27,94,101,AHY,M
u226-3492q,Springfield,NOCA,2641-85682,B,2014-08-04,43.64,94,100,AHY,M
d592-9810h,Springfield,NOCA,2641-85681,B,2014-08-04,40.93,89,92,AHY,F
j255-5041y,Springfield,BCCH,2750-35002,B,2015-05-05,12.32,64,60,SY,M
s321-1344u,Springfield,BCCH,2750-35001,B,2015-05-05,12.35,65,64,AHY,M
x561-5418o,Springfield,BCCH,2750-35004,B,2015-05-06,10.88,62,60,SY,M
i194-3924w,Springfield,BCCH,2750-35003,B,2015-05-06,12.89,67,60,SY,M
c498-1780j,Springfield,BCCH,2750-35006,B,2015-05-06,11.85,68,62,ASY,M
d473-2500x,Springfield,BCCH,2750-35008,B,2015-05-06,12.5,66,64,ASY,M
y445-3063r,Springfield,BCCH,2750-35009,B,2015-05-06,11.66,60,58,SY,F
y170-9926z,Springfield,BCCH,2750-35005,B,2015-05-06,10.72,62,58,ASY,M
f378-3773p,Springfield,GRCA,2651-17047,B,2015-05-06,37.73,92,92,ASY,M
b433-5294j,Springfield,GRCA,2651-17046,B,2015-05-06,37.26,88,92,AHY,M
w194-5693n,Springfield,BCCH,2570-35014,B,2015-05-08,12.06,67,63,AHY,M
d738-8038a,Springfield,BCCH,2570-35013,B,2015-05-08,12.37,65,60,ASY,M
r674-6950x,Springfield,BCCH,2720-99610,B,2015-05-09,11.49,62,62,AHY,M
r973-4221b,Springfield,NOCA,2651-43214,B,2015-05-09,45.54,93,101,AHY,M
h636-6611n,Springfield,AMRO,1212-27601,B,2015-05-11,82.2,120,90,AHY,F
h882-5195n,Springfield,GRCA,2651-17048,B,2015-05-11,35.94,89,90,SY,M
g160-7780r,Springfield,NOCA,2651-43216,B,2015-05-11,47.19,95,107,AHY,M
y629-2909q,Springfield,BCCH,2720-99614,B,2015-05-12,10.91,65,59,AHY,M
e134-3316q,Springfield,BCCH,2750-35020,B,2015-05-13,12.49,61,61,AHY,F
j885-5672k,Springfield,BCCH,2750-35018,B,2015-05-13,10.49,66,61,AHY,M
m885-5235l,Springfield,BCCH,2750-35019,B,2015-05-13,12.08,65,61,AHY,M
m934-2835o,Springfield,GRCA,2651-17049,B,2015-05-13,35.25,88,91,SY,M
i488-5339x,Springfield,BCCH,2720-99618,B,2015-05-14,11.22,65,65,AHY,M
m697-2638o,Springfield,AMRO,1212-27603,B,2015-05-14,81.9,135,105,ASY,M
o384-4396r,Springfield,GRCA,2651-17050,B,2015-05-15,34.71,83,85,AHY,M
f264-7634h,Springfield,NOCA,2651-43223,B,2015-05-15,43.9,95,104,AHY,M
c237-3783g,Springfield,BCCH,2720-99619,B,2015-05-16,11.54,64,62,AHY,M
r533-8100k,Springfield,NOCA,2651-43224,B,2015-05-16,48.27,90,100,AHY,F
d248-9114w,Springfield,BCCH,2750-35023,B,2015-05-16,11.92,66,62,ASY,M
c675-7531v,Springfield,BCCH,2750-35022,B,2015-05-16,11.38,67,60,SY,M
m603-3309r,Springfield,BCCH,2750-35024,B,2015-05-16,11.45,62,60,AHY,F
g526-8031m,Springfield,GRCA,2651-17053,B,2015-05-17,36.29,88,93,AHY,M
e263-1049s,Springfield,BCCH,2750-35027,B,2015-05-18,12.65,65,62,AHY,F
l771-9106j,Springfield,BCCH,2720-99622,B,2015-05-18,11.72,64,60,AHY,M
k983-9857b,Springfield,BCCH,2720-99625,B,2015-05-18,11.55,67,62,AHY,M
a546-9808v,Springfield,BCCH,2720-99623,B,2015-05-18,11.8,60,62,AHY,F
b296-2744x,Springfield,BCCH,2720-99624,B,2015-05-18,10.88,60,57,AHY,F
n867-2477f,Springfield,BCCH,2720-99626,B,2015-05-18,12.68,62,61,AHY,M
o146-4772q,Springfield,GRCA,1891-11063,R,2015-05-18,34.8,89,96,ASY,M
